Familia;Proveedor;Codigo;Descripcion;Costo;Precio;Nuevo Precio;Coef ARS;Costo USD
MOLDURAS;PERFILES REVESTIDOS;PR10-027;MOLDURA ATENNEAS PLUS BF-50 2mt xTIRA;1631,0558;$ 3.190;;1,955788392;
MOLDURAS;PERFILES REVESTIDOS;PR10-028;MOLDURA ATENNEAS PLUS BA-60 2mt xTIRA;1921,4558;$ 3.760;;1,956849593;
MOLDURAS;PERFILES REVESTIDOS;PR10-029;MOLDURA ATENNEAS PLUS BF-80 2mt xTIRA;3360,533;$ 6.566;;1,953856725;
MOLDURAS;PERFILES REVESTIDOS;PR10-030;MOLDURA ATENNEAS PLUS BA-100 2mt xTIRA;6758,6486;$ 13.200;;1,953053159;
MOLDURAS;PERFILES REVESTIDOS;PR10-031;MOLDURA ATENNEAS PLUS BR-30 2mt xTIRA;905,2736;$ 1.790;;1,977302773;
MOLDURAS;PERFILES REVESTIDOS;PR10-032;MOLDURA ATENNEAS PLUS BR-60 2mt xTIRA;2309,1398;$ 4.520;;1,95743887;
MOLDURAS;PERFILES REVESTIDOS;PR10-033;MOLDURA ATENNEAS PLUS BR-90 2mt xTIRA;3854,092;$ 7.560;;1,961551515;
MOLDURAS;PERFILES REVESTIDOS;PR10-035;Alquiler INGLETADORA 30dias, Reintegro 50% al traerla sana.;5221,271;$ 10.200;;1,953547326;
MOLDURAS;PERFILES REVESTIDOS;PR10-036;Venta INGLETADORA molduras Atenneas xUNI;5221,271;$ 11.600;;2,221681273;
MOLDURAS;PERFILES REVESTIDOS;PR10-037;Adhesivo Atenneas ATN-05 INTERIOR Cartucho500gr.rinde15mt;2408,6865;$ 5.900;;2,449467791;
MOLDURAS;PERFILES REVESTIDOS;PR10-038;Adhesivo Atenneas ATN-1.5 INTERIOR Pote 1.5kg rinde25mt;2425,0215;$ 8.260;;3,406155368;
MOLDURAS;PERFILES REVESTIDOS;PR10-039;Adhesivo Atenneas ATN-5 INTERIOR Balde 5kg rinde70mt;8290,436;$ 23.200;;2,798405295;
MOLDURAS;PERFILES REVESTIDOS;PR10-041;Adhesivo ATZ-280 Perzia EPS XPS MDF pomo280gr rinde 8mt;5212,5348;$ 9.600;;1,841714323;
MOLDURAS;PERFILES REVESTIDOS;PR10-042;Adhesivo WINGDECO ATX-5 Bolsa 5kg enPOLVO molduraExterior;9119,8063;$ 18.200;;1,995656421;
MOLDURAS;PERFILES REVESTIDOS;PR10-043;Adhesivo WINGDECO ATX-20 Bolsa 20kg enPOLVO molduraExterior;32072,6109;$ 64.200;;2,001707943;
MOLDURAS;PERFILES REVESTIDOS;PR10-045;ZOCALO CUARTA CAÑA XQ-17 EPS Perzia 17x17  2.40mt xTIRA;6531,0234;$ 14.400;;2,204861186;
MOLDURAS;PERFILES REVESTIDOS;PR10-046;ZOCALO EUROPEO XE-50 EPS Perzia 5cm 2.40mt xTIRA;9194,6569;$ 20.200;;2,196928088;
MOLDURAS;PERFILES REVESTIDOS;PR10-047;ZOCALO Guarda marco XR-51 EPS Perzia 5cm 2.40mt xTIRA;7666,6084;$ 16.900;;2,204364579;
MOLDURAS;PERFILES REVESTIDOS;PR10-048;ZOCALO RECTO XR-71 EPS Perzia 7cm 2.40mt xTIRA;12528,5336;$ 27.600;;2,202971304;
MOLDURAS;PERFILES REVESTIDOS;PR10-049;ZOCALO MODERNO XM-72 EPS Perzia 7cm 2.40mt xTIRA;12528,5336;$ 27.600;;2,202971304;
MOLDURAS;PERFILES REVESTIDOS;PR10-050;ZOCALO RECTO XR-101 EPS Perzia 10cm 2.40mt  xTIRA;16348,6367;$ 36.100;;2,20813519;
MOLDURAS;PERFILES REVESTIDOS;PR10-051;ZOCALO MODERNO XM-102 EPS Perzia 10cm 2.40mt xTIRA;16348,6367;$ 36.100;;2,20813519;
MOLDURAS;PERFILES REVESTIDOS;PR10-052;ZOCALO RECTO XR-151 EPS Perzia 15cm 2.40mt xTIRA;22321,9348;$ 46.700;;2,092112553;
MOLDURAS;PERFILES REVESTIDOS;PR10-055;ZOCALO ATENNEAS PZ-126 tira 2.75  xTIRA;5828,1707;$ 11.360;;1,949153617;
MOLDURAS;PERFILES REVESTIDOS;PR10-056;ZOCALO ATENNEAS PZ-103 tira 2.75 xTIRA;5181,0022;$ 10.100;;1,949429784;
MOLDURAS;PERFILES REVESTIDOS;PR10-057;ZOCALO ATENNEAS PZ-87 tira 2.75 xTIRA;3899,7816;$ 7.600;;1,948827083;
MOLDURAS;PERFILES REVESTIDOS;PR10-058;ZOCALO ATENNEAS PZ-78 tira 2.75 xTIRA;3686,0472;$ 7.200;;1,953311938;
MOLDURAS;PERFILES REVESTIDOS;PR10-059;ZOCALO ATENNEAS PZ-56 tira2.75 xTIRA;3213,2034;$ 6.260;;1,948211557;
MOLDURAS;PERFILES REVESTIDOS;PR10-060;ZOCALO ATENNEAS PZ-56L 9mm 2.75 xTIRA;3038,8666;$ 5.960;;1,961257529;
MOLDURAS;PERFILES REVESTIDOS;PR10-061;ZOCALO ATENNEAS PZ-56L 12mm 2.75 xTIRA;3213,2034;$ 6.250;;1,945099398;
MOLDURAS;PERFILES REVESTIDOS;PR10-062;ZOCALO ATENNEAS PZ-75L15mm 2.75  xTIRA;4067,0641;$ 7.920;;1,94735067;
MOLDURAS;PERFILES REVESTIDOS;PR10-063;ZOCALO ATENNEAS PZ-95L tira 2.75  xTIRA;4622,1758;$ 8.990;;1,944971457;
MOLDURAS;PERFILES REVESTIDOS;PR10-064;CONTRAMARCO ATENNEAS PC-56 2.75 xTIRA;3511,7104;$ 6.900;;1,964854505;
MOLDURAS;PERFILES REVESTIDOS;PR10-065;CONTRAMARCO ATENNEAS PC-75 2.75 xTIRA;4055,0004;$ 7.900;;1,948211892;
MOLDURAS;PERFILES REVESTIDOS;PR10-066;GUARDASILLA ATENNEAS PG-87 2.75 xTIRA;3920,0733;$ 7.660;;1,954045094;
MOLDURAS;PERFILES REVESTIDOS;PR10-067;GUARDASILLA ATENNEAS PG-75 275 xTIRA;4055,0004;$ 7.900;;1,948211892;
MOLDURAS;PERFILES REVESTIDOS;PR10-068;GUARDASILLA ATENNEAS PG-68 2.75 xTIRA;3830,5212;$ 7.460;;1,947515654;
MOLDURAS;PERFILES REVESTIDOS;PR10-069;TOPE  ATENNEAS  TOP-75 pack 2unid xPACK;3756,7112;$ 7.400;;1,96980806;
MOLDURAS;PERFILES REVESTIDOS;PR10-070;TOPE  ATENNEAS  TOP-56 pack 2unid xPACK;3209,6218;$ 6.400;;1,994004403;
MOLDURAS;PERFILES REVESTIDOS;PR10-071;PIE BASE  ATENNEAS  PIE-75  2unid xPACK;3923,4371;$ 7.700;;1,962564915;
MOLDURAS;PERFILES REVESTIDOS;PR10-072;PIE BASE  ATENNEAS  PIE-56  2 unid xPACK;3249,5639;$ 6.400;;1,969495045;
MOLDURAS;PERFILES REVESTIDOS;PR10-074;ROSETON - ROSETA ATENNEAS ATR-12;2847,9286;$ 5.400;;1,896114952;
MOLDURAS;PERFILES REVESTIDOS;PR10-075;ROSETON - ROSETA ATENNEAS ATR-00;3116,3913;$ 5.400;;1,732773416;
MOLDURAS;PERFILES REVESTIDOS;PR10-076;ROSETON - ROSETA ATENNEAS ATR-83;2847,9286;$ 5.400;;1,896114952;
MOLDURAS;PERFILES REVESTIDOS;PR10-077;ROSETON - ROSETA ATENNEAS ATR-105;3268,6577;$ 6.400;;1,957990278;
MOLDURAS;PERFILES REVESTIDOS;PR10-078;ROSETON - ROSETA ATENNEAS ATR-160;5656,8589;$ 10.900;;1,926864395;
MOLDURAS;PERFILES REVESTIDOS;PR10-079;ROSETON - ROSETA ATENNEAS ATR-162;5656,8589;$ 10.900;;1,926864395;
MOLDURAS;PERFILES REVESTIDOS;PR10-080;ROSETON - ROSETA ATENNEAS ATR-168;5656,8589;$ 10.900;;1,926864395;
MOLDURAS;PERFILES REVESTIDOS;PR10-081;ROSETON - ROSETA ATENNEAS ATR-195;7851,0245;$ 14.900;;1,897841486;
MOLDURAS;PERFILES REVESTIDOS;PR10-082;ROSETON - ROSETA ATENNEAS ATR-24;11334,2757;$ 21.600;;1,905723892;
MOLDURAS;PERFILES REVESTIDOS;PR10-083;ROSETON ATENNEAS ATR-290;10007,5107;$ 19.200;;1,918559028;
MOLDURAS;PERFILES REVESTIDOS;PR10-084;ROSETON ATENNEAS ATR-348;14321,1365;$ 27.400;;1,913255977;
MOLDURAS;PERFILES REVESTIDOS;PR10-085;ROSETON ATENNEAS ATR-400;22990;$ 43.700;;1,900826446;
MOLDURAS;PERFILES REVESTIDOS;PR10-086;ROSETON - ROSETA ATENNEAS ATR-15;24926;$ 47.600;;1,909652572;
MOLDURAS;PERFILES REVESTIDOS;PR10-087;ROSETON  - APLIQUE ATENNEAS ATR-435;13443,1;$ 25.600;;1,904322664;
MOLDURAS;PERFILES REVESTIDOS;PR10-088;ROSETON ATENNEAS ATR-462;26499;$ 51.000;;1,924600928;
MOLDURAS;PERFILES REVESTIDOS;PR10-089;ROSETON - APLIQUE ATENNEAS ATR-600;35961,2;$ 69.000;;1,918734636;
MOLDURAS;PERFILES REVESTIDOS;PR10-090;ROSETON TOPE ATENNEAS ATR-95T x2unidades;9680;$ 18.600;;1,921487603;
MOLDURAS;PERFILES REVESTIDOS;PR10-091;ROSETON PIE ATENNEAS ATR-248B x2unidades;16819;$ 32.000;;1,902610143;
MOLDURAS;PERFILES REVESTIDOS;PR10-092;ROSETON CURVA ATENNEAS ATC-04 x2unidades;8228;$ 15.600;;1,895964998;
MOLDURAS;PERFILES REVESTIDOS;PR10-093;ROSETON CURVA ATENNEAS ATC-06 x2unidades;13092,2;$ 24.900;;1,901895785;
MOLDURAS;PERFILES REVESTIDOS;PR10-095;ZOCALO HAZEN CLASSIC 6cm tira 2.75mt xTIRA;4917,44;$ 10.400;;2,114921585;
MOLDURAS;PERFILES REVESTIDOS;PR10-096;ZOCALO HAZEN EUROPEO 6cm tira 2.75mt xTIRA;5424,43;$ 11.400;;2,101603302;
MOLDURAS;PERFILES REVESTIDOS;PR10-097;CUARTOCAÑA HAZEN StockenDiseño 2.75mt xTIRA;3096,39;$ 7.460;;2,409257232;
MOLDURAS;PERFILES REVESTIDOS;PR10-098;ZOCALO HAZEN LUXE BRILLO 7.5cm 2.75mt xTIRA;6191,57;$ 13.200;;2,131930997;
MOLDURAS;PERFILES REVESTIDOS;PR10-099;ZOCALO HAZEN LINEA LUXE 7.5cm 2.75mt xTIRA;6191,57;$ 13.200;;2,131930997;
MOLDURAS;PERFILES REVESTIDOS;PR10-100;ZOCALO HAZEN NUEVO Recto 75 Foliado Blanco 2.75mt xTIRA;5489,77;$ 11.600;;2,113021128;
MOLDURAS;PERFILES REVESTIDOS;PR10-102;Revestimiento Pared NUDE Praga 06055   9mm 19,6cm 2.75mt  caja 5 tiras;36595,24;$ 69.500;;1,899154098;
MOLDURAS;PERFILES REVESTIDOS;PR10-103;Revestimiento Pared NUDE Terrarum 06057  9mm 19,6cm 2.75mt caja 5 tiras;36595,24;$ 69.500;;1,899154098;
MOLDURAS;PERFILES REVESTIDOS;PR10-104;Revestimiento Pared NUDE Finlandes 06054  9mm 19,6cm 2.75mt caja 5 tiras;36595,24;$ 69.500;;1,899154098;
MOLDURAS;PERFILES REVESTIDOS;PR10-105;Revestimiento Pared NUDE Caju 06056  9mm 19,6cm 2.75mt  caja 5 tiras;36595,24;$ 69.500;;1,899154098;
MOLDURAS;PERFILES REVESTIDOS;PR10-107;Revestimiento Pared RIP 06282 Capuchino 18mm 12,4cm 2.75mt 5 tiras;68183,5;$ 129.600;;1,900753115;
MOLDURAS;PERFILES REVESTIDOS;PR10-108;Revestimiento Pared RIP 06305 Taberna 18mm 12,4cm 2.75mt 5 tiras;68183,5;$ 129.600;;1,900753115;
MOLDURAS;PERFILES REVESTIDOS;PR10-109;Revestimiento Pared RIP 06311 Tex-Grey 18mm 12,4cm 2.75mt 5 tiras;98820,7;$ 187.600;;1,898387686;
MOLDURAS;PERFILES REVESTIDOS;PR10-110;Revestimiento Pared RIP 06310 Tex-Mocha 18mm 12,4cm 2.75mt 5 tiras;98826,75;$ 187.600;;1,89827147;
MOLDURAS;PERFILES REVESTIDOS;PR10-111;Revestimiento Pared RIP 06312 Tex-Vison 18mm 12,4cm 2.75mt 5 tiras;98826,75;$ 187.600;;1,89827147;
MOLDURAS;PERFILES REVESTIDOS;PR10-112;Revestimiento Pared RIP 06246 SinFollar 18mm 12,4cm 2.75mt 5 tiras;37505,16;$ 78.600;;2,09571163;
MOLDURAS;PERFILES REVESTIDOS;PR10-113;Revestimiento Pared 06240 CONCEPT 9mm 16cm 2.60mt caja 6 tablas;32980,97;$ 62.700;;1,901096299;
TELAS;RIOPLAST;RP10-01;BLACK OUT TEVINOR x1.40 xML Tevinor;10381,8;$ 24.900;;2,398428018;
PISOS;REVINIL;RV20-001;PISO FLOTANTE CHOYS AC4 8.3mm caja1.905m2 xm2;32839,4;$ 62.400;;1,900156519;
PISOS;REVINIL;RV20-002;PISO FLOTANTE LUMINOR AC5 8.3mm caja2.78m2 xm2;34453,54;$ 65.400;;1,898208428;
PISOS;REVINIL;RV20-003;PISO FLOTANTE MODERN ART AC5 12,3mm caja1.458m2 xm2;38683,7;$ 73.200;;1,892269871;
PISOS;REVINIL;RV20-004;PISO FLOTANTE WATER PROOF AQUAPRIME AC5 9,5 mm Con Manta;23231,25;$ 46.200;;1,988700565;
TELAS;EXPRESS;TE10-001;BLACK OUT JEANNETTE con Lino 1.40;12813,9;$ 32.100;;2,505092127;
TELAS;EXPRESS;TE10-002;BLACK OUT JEANNETTE con Lino 2.80;25581,82;$ 64.100;;2,505685678;
TELAS;EXPRESS;TE10-003;BLACK OUT MELODY LAVABLE 1.40;6684,04;$ 16.700;;2,498488938;
TELAS;EXPRESS;TE10-004;BLACK OUT MELODY LAVABLE 2.80;13365,66;$ 33.400;;2,498941317;
TELAS;EXPRESS;TE10-008;PANA BUGATTI 1.40;9272,23;$ 23.200;;2,502094965;
TELAS;EXPRESS;TE10-009;TELA CLICK RUSTICO 1.40;6129,86;$ 15.400;;2,512292287;
TELAS;EXPRESS;TE10-010;TELA EMILY RUSTICO Antimancha 1.40;12114,52;$ 31.000;;2,558912776;
TELAS;EXPRESS;TE10-011;TELA GIULIA PANAMA 2.80;14758,37;$ 36.900;;2,500276115;
TELAS;EXPRESS;TE10-014;TELA LIFE TUSOR  PANAMA WASHED 2.70;15158,88;$ 37.900;;2,50018471;
TELAS;EXPRESS;TE10-015;TELA LINEN RUSTICO Antimancha 1.40;8622,46;$ 21.600;;2,505085556;
TELAS;EXPRESS;TE10-016;TELA LINKED RUSTICO 1.40;8839,05;$ 22.100;;2,500268694;
TELAS;EXPRESS;TE10-019;TELA MIX CHENILLE  1.40;7312,03;$ 18.400;;2,516401054;
TELAS;EXPRESS;TE10-023;TELA PLAIN FAJAS RUSTICO 1.40;6313,78;$ 15.900;;2,51830124;
TELAS;EXPRESS;TE10-024;PANA PORCHE Antimanchas 1.40;8358,68;$ 21.000;;2,512358411;
TELAS;EXPRESS;TE10-025;TELA PREMIUM CHENILLE 1.40;6387,59;$ 16.100;;2,520512431;
TELAS;EXPRESS;TE10-026;TELA RUSTIC RUSTICO 1.40;7077,29;$ 17.900;;2,529216692;
TELAS;EXPRESS;TE10-028;TELA STAR PANA CON ANTIMANCHA 1.40;9226,25;$ 23.200;;2,514564422;
TELAS;EXPRESS;TE10-029;TELA SYDNEY MICROSUEDE 1.40;7333,81;$ 18.400;;2,508927829;
TELAS;EXPRESS;TE10-030;TELA WIND con Antimanchas 1.45;10323,72;$ 25.900;;2,508785593;
TELAS;EXPRESS;TE10-031;Cortinas CORTILIST Black Out Textil 2paños 1.40x2.20;44340,45;$ 84.200;;1,89894329;
TELAS;EXPRESS;TE10-032;Cortinas CORTILIST Black Out LINO 2paños 1.40x2.20;52082,03;$ 99.100;;1,902767615;
TELAS;MIGUEL;TM10-01;CINTA FRUNCIDORA de CINCO HILOS trae 50mt xML  MIGUEL GLA&CO;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-02;CINTA PLISADORA de 5 HILOS trae 50mts xML GLA&CO MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-03;CINTA AMERICANA de TRES HILOS trae 50mts xML GLA&CO MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-04;CINTA DUCORT de DOS PINZAS trae 50mt xML  MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-05;CINTA TRICORT de TRES PINZAS trae 50mt xML  MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-07;FRISELINA ENTRETELA (rollo trae 50mt) ancho1.50  xML   MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-08;CINTA PLASTICA ancho4.5cm  250micrones xML  MIGUEL GLA&CO;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-09;CINTA PLASTICA ancho7cm 250micrones xML  MIGUEL GLA&CO;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-11;PUNTILLA DE STOCK xML   MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-12;FLECOS DE STOCK xML    MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-13;CORDON DE ALGODON p/almohadones xML   MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-14;CORDON DE SEDA DE STOCK xML    MIGUEL;0; $ -   ;;#¡VALOR!;
TELAS;MIGUEL;TM10-15;GALONES DE STOCK xML    MIGUEL;0; $ -   ;;#¡VALOR!;
ADHESIVOS ;WEPEL;WP10-01;ADHESIVO PAPEL WEPEL PROFESSIONAL x1kg;6680,41;$ 11.400;;1,706482087;
ADHESIVOS ;WEPEL;WP10-02;ADHESIVO PAPEL WEPEL PROFESSIONAL x4kg;21815,09;$ 39.400;;1,806089271;
ADHESIVOS ;WEPEL;WP10-03;ADHESIVO PAPEL WEPEL PROFESSIONAL x10kg;49348,64;$ 89.000;;1,803494483;
ADHESIVOS ;WEPEL;WP10-04;Adhesivo ARQUIFAST INTERIOR Moldura TUBOx500g WEPEL;3118,17;$ 5.400;;1,731784989;
ADHESIVOS ;WEPEL;WP10-05;Adhesivo ARQUIFAST INTERIOR Moldura x1kg WEPEL;4808,54;$ 8.200;;1,705299322;
ADHESIVOS ;WEPEL;WP10-06;Adhesivo ARQUIFAST INTERIOR Moldura x5kg WEPEL;16936,37;$ 32.200;;1,901233854;
ADHESIVOS ;WEPEL;WP10-07;FANA WEPEL 2001 CONTACTO 500ml;8015,04;$ 15.000;;1,871481615;
ADHESIVOS ;WEPEL;WP10-08;FANA WEPEL 2000 CONTACTO 1Lts;11231,22;$ 21.400;;1,905402975;
ADHESIVOS ;WEPEL;WP10-09;FANA WEPEL 2000 CONTACTO 4Lts;38458,64;$ 74.000;;1,924145004;
ADHESIVOS ;WEPEL;WP10-10;FANA WEPEL 2000 CONTACTO 10Lts;88924,11;$ 169.000;;1,900496952;
ADHESIVOS ;WEPEL;WP10-11;FANA WEPEL 2000 CONTACTO 18Lts;171804,27;$ 327.000;;1,903328712;
ADHESIVOS ;WEPEL;WP10-12;RETRO Removedor De Papel WEPEL x1Lt.;3684,45;$ 6.700;;1,818453229;
ADHESIVOS ;WEPEL;WP10-13;ESPATULA PLASTICA WEPEL xUnidad;2129,6;$ 1.900;;0,892186326;
ADHESIVOS ;WEPEL;WP10-14;ADHESIVO KP-52 P/Piso Vinilico x1kg WEPEL;7566,13;$ 14.400;;1,903218686;
ADHESIVOS ;WEPEL;WP10-15;ADHESIVO KP-52 P/Piso Vinilico x4kg WEPEL;25627,8;$ 48.700;;1,900280165;
ADHESIVOS ;WEPEL;WP10-16;ADHESIVO KP-52 P/Piso Vinilico x15kg WEPEL;90943,6;$ 172.600;;1,897879565;
ADHESIVOS ;WEPEL;WP10-17;Acondicionador Textil Limpia Alfombra Tapizados WEPEL x1Lt;2715,24;$ 5.700;;2,099261944;
ACCESORIOS;ZOCALIS;ZC10-01;ANGULO PVC DEFENSA ESQUINERO ZOCALIS 2,44 xVARILLA;2601,5;$ 6.700;;2,575437248;
ACCESORIOS;ZOCALIS;ZC10-02;ESTIRADOR DE ALFOMBRA ROBERT PROFECIONAL ZOCALIS xUNI;80828;$ 180.000;;2,226951057;
ACCESORIOS;ZOCALIS;ZC10-03;REPUESTO PINCHES ESTIRADOR DE ALFOMBRA ZOCALIS xUNI;21175;$ 46.500;;2,195985832;
CESPED;VIGORITA;VG-2020;CESPED VIGORITA SOFT 10mm xm2;7061,8625;$ 14.000;;1,982479834;
CESPED;VIGORITA;VG-2021;CESPED VIGORITA OTOÑO CORTO 22mm xm2;11974,4625;$ 23.200;;1,937456483;
CESPED;VIGORITA;VG-2022;CESPED VIGORITA OTOÑO LARGO 40mm xm2;13986,0875;$ 28.700;;2,052039214;
PISOS;VIGORITA;VG-2023;PISO LINEA RUSTIC;;$ 41.500;;#¡DIV/0!;
PISOS;VIGORITA;VG-2024;PISO LINEA HARMONY;;$ 39.800;;#¡DIV/0!;
PISOS;VIGORITA;VG-2025;PISO LINEA STONE;;$ 47.300;;#¡DIV/0!;
PISOS;VIGORITA;VG-2026;PISO LINEA LOUNGE;;$ 47.300;;#¡DIV/0!;
PISOS;VIGORITA;VG-2027;PISO LINEA CLIMATE;;$ 42.600;;#¡DIV/0!;
PISOS;VIGORITA;VG-2028;PISO LINEA EXTREME;;$ 52.200;;#¡DIV/0!;
PISOS;VIGORITA;VG-2029;PISO LINEA TEMPO;;$ 49.400;;#¡DIV/0!;
PISOS;VIGORITA;VG-2030;PISO THE PEAKS;;$ 46.800;;#¡DIV/0!;
PISOS;VIGORITA;VG-2030;PISO CASA;;$ 44.200;;#¡DIV/0!;
REVESTIMIENTOS PARED;MURESCO;MU-2000;PLACA STONE FLEX OPACA 122 x 61 cm (0,74 m2 x placa);;$ 44.900;;#¡DIV/0!;
REVESTIMIENTOS PARED;MURESCO;MU-2001;PLACA STONE FLEX TRANSLUCIDA 122 x 61 cm (0,74 m2 x placa);;$ 49.900;;#¡DIV/0!;
REVESTIMIENTOS PARED;MURESCO;MU-2002;LISTON STONE FLEX 15 x 60 cm (Caja 10 unidades, cada caja cubre 0,9 m2);;$ 89.000;;#¡DIV/0!;
REVESTIMIENTOS PARED;MURESCO;MU-2003;ADHESIVO STONE FLEX (Envase 300ml) Rinde 2 m2;;$ 24.900;;#¡DIV/0!;
TELAS;BIABREN;;TELA TERRAZAS EXTERIOR ANCHO x 1,40 MTS;;$ 37.800;;#¡DIV/0!;
TELAS;BIABREN;;TELA MALVINAS ANTIMANCHAS ANCHO x 2,80;;$ 44.600;;#¡DIV/0!;
TELAS;BIABREN;;TELA TUSOR REÑACA (RENACA) ancho x 2,80;;$ 22.300;;#¡DIV/0!;
TELAS;BIABREN;;TELA LINO CAFAYATE ANCHO X 2,80;12590;$ 31.500;;2,501985703;
TELAS;BIABREN;;TELA PANAMA QATAR ANCHO x 2,80;;$ 26.500;;#¡DIV/0!;
TELAS;BIABREN;;TELA BACALAR LISO Y RAYA ANCHO x 1,50;;$ 19.800;;#¡DIV/0!;
TELAS;BIABREN;;TELA PANAMA ESTRELLA ANCHO x 2,80;;$ 35.500;;#¡DIV/0!;
PAPELES;MURESCO;;VINILO MARMOL NEGRO MARBLE IMPERIAL Autoadhesivo ancho 45cm xML  Muresco;;$ 3.400;;#¡DIV/0!;
PISOS;VIGORITA;VG-2031;PISO FLOTANTE MELAMINA VIGORITA 8mm;;$ 26.500;;#¡DIV/0!;
TELAS;BIABREN;;DV22 3355 GLASGOW C/ Raya Chenille 3.00;;$ 26.500;;#¡DIV/0!;
