Familia;Proveedor;Codigo;Descripcion;Costo nuevo SIN IVA;Costo viejo SIN IVA;Costo viejo con IVA;Precio;Coef viejo
MOLDURAS;PERFILES REVESTIDOS;PR10-045;ZOCALO CUARTA CAÑA XQ-17 EPS Perzia 17x17  2.40mt xTIRA;;5397,54;6531,0234;14400;2,667882035
MOLDURAS;PERFILES REVESTIDOS;PR10-046;ZOCALO EUROPEO XE-50 EPS Perzia 5cm 2.40mt xTIRA;;7598,89;9194,6569;20200;2,658282986
MOLDURAS;PERFILES REVESTIDOS;PR10-047;ZOCALO Guarda marco XR-51 EPS Perzia 5cm 2.40mt xTIRA;;6336,04;7666,6084;16900;2,667281141
MOLDURAS;PERFILES REVESTIDOS;PR10-048;ZOCALO RECTO XR-71 EPS Perzia 7cm 2.40mt xTIRA;;10354,16;12528,5336;27600;2,665595278
MOLDURAS;PERFILES REVESTIDOS;PR10-049;ZOCALO MODERNO XM-72 EPS Perzia 7cm 2.40mt xTIRA;;10354,16;12528,5336;27600;2,665595278
MOLDURAS;PERFILES REVESTIDOS;PR10-050;ZOCALO RECTO XR-101 EPS Perzia 10cm 2.40mt  xTIRA;;13511,27;16348,6367;36100;2,671843579
MOLDURAS;PERFILES REVESTIDOS;PR10-051;ZOCALO MODERNO XM-102 EPS Perzia 10cm 2.40mt xTIRA;;13511,27;16348,6367;36100;2,671843579
MOLDURAS;PERFILES REVESTIDOS;PR10-052;ZOCALO RECTO XR-151 EPS Perzia 15cm 2.40mt xTIRA;;18447,88;22321,9348;46700;2,531456189
MOLDURAS;PERFILES REVESTIDOS;PR10-055;ZOCALO ATENNEAS PZ-126 tira 2.75  xTIRA;;4816,67;5828,1707;11360;2,358475876
MOLDURAS;PERFILES REVESTIDOS;PR10-056;ZOCALO ATENNEAS PZ-103 tira 2.75 xTIRA;;4281,82;5181,0022;10100;2,358810039
MOLDURAS;PERFILES REVESTIDOS;PR10-057;ZOCALO ATENNEAS PZ-87 tira 2.75 xTIRA;;3222,96;3899,7816;7600;2,35808077
MOLDURAS;PERFILES REVESTIDOS;PR10-058;ZOCALO ATENNEAS PZ-78 tira 2.75 xTIRA;;3046,32;3686,0472;7200;2,363507445
MOLDURAS;PERFILES REVESTIDOS;PR10-059;ZOCALO ATENNEAS PZ-56 tira2.75 xTIRA;;2655,54;3213,2034;6260;2,357335984
MOLDURAS;PERFILES REVESTIDOS;PR10-060;ZOCALO ATENNEAS PZ-56L 9mm 2.75 xTIRA;;2511,46;3038,8666;5960;2,373121611
MOLDURAS;PERFILES REVESTIDOS;PR10-061;ZOCALO ATENNEAS PZ-56L 12mm 2.75 xTIRA;;2655,54;3213,2034;6250;2,353570272
MOLDURAS;PERFILES REVESTIDOS;PR10-062;ZOCALO ATENNEAS PZ-75L15mm 2.75  xTIRA;;3361,21;4067,0641;7920;2,356294311
MOLDURAS;PERFILES REVESTIDOS;PR10-063;ZOCALO ATENNEAS PZ-95L tira 2.75  xTIRA;;3819,98;4622,1758;8990;2,353415463
MOLDURAS;PERFILES REVESTIDOS;PR10-064;CONTRAMARCO ATENNEAS PC-56 2.75 xTIRA;;2902,24;3511,7104;6900;2,377473951
MOLDURAS;PERFILES REVESTIDOS;PR10-065;CONTRAMARCO ATENNEAS PC-75 2.75 xTIRA;;3351,24;4055,0004;7900;2,357336389
MOLDURAS;PERFILES REVESTIDOS;PR10-066;GUARDASILLA ATENNEAS PG-87 2.75 xTIRA;;3239,73;3920,0733;7660;2,364394564
MOLDURAS;PERFILES REVESTIDOS;PR10-067;GUARDASILLA ATENNEAS PG-75 275 xTIRA;;3351,24;4055,0004;7900;2,357336389
MOLDURAS;PERFILES REVESTIDOS;PR10-068;GUARDASILLA ATENNEAS PG-68 2.75 xTIRA;;3165,72;3830,5212;7460;2,356493941
MOLDURAS;PERFILES REVESTIDOS;PR10-069;TOPE  ATENNEAS  TOP-75 pack 2unid xPACK;;3104,72;3756,7112;7400;2,383467752
MOLDURAS;PERFILES REVESTIDOS;PR10-070;TOPE  ATENNEAS  TOP-56 pack 2unid xPACK;;2652,58;3209,6218;6400;2,412745327
MOLDURAS;PERFILES REVESTIDOS;PR10-071;PIE BASE  ATENNEAS  PIE-75  2unid xPACK;;3242,51;3923,4371;7700;2,374703548
MOLDURAS;PERFILES REVESTIDOS;PR10-072;PIE BASE  ATENNEAS  PIE-56  2 unid xPACK;;2685,59;3249,5639;6400;2,383089005
MOLDURAS;PERFILES REVESTIDOS;PR10-074;ROSETON - ROSETA ATENNEAS ATR-12;;2353,66;2847,9286;5400;2,294299092
MOLDURAS;PERFILES REVESTIDOS;PR10-075;ROSETON - ROSETA ATENNEAS ATR-00;;2575,53;3116,3913;5400;2,096655834
MOLDURAS;PERFILES REVESTIDOS;PR10-076;ROSETON - ROSETA ATENNEAS ATR-83;;2353,66;2847,9286;5400;2,294299092
MOLDURAS;PERFILES REVESTIDOS;PR10-077;ROSETON - ROSETA ATENNEAS ATR-105;;2701,37;3268,6577;6400;2,369168237
MOLDURAS;PERFILES REVESTIDOS;PR10-078;ROSETON - ROSETA ATENNEAS ATR-160;;4675,09;5656,8589;10900;2,331505918
MOLDURAS;PERFILES REVESTIDOS;PR10-079;ROSETON - ROSETA ATENNEAS ATR-162;;4675,09;5656,8589;10900;2,331505918
MOLDURAS;PERFILES REVESTIDOS;PR10-080;ROSETON - ROSETA ATENNEAS ATR-168;;4675,09;5656,8589;10900;2,331505918
MOLDURAS;PERFILES REVESTIDOS;PR10-081;ROSETON - ROSETA ATENNEAS ATR-195;;6488,45;7851,0245;14900;2,296388197
MOLDURAS;PERFILES REVESTIDOS;PR10-082;ROSETON - ROSETA ATENNEAS ATR-24;;9367,17;11334,2757;21600;2,305925909
MOLDURAS;PERFILES REVESTIDOS;PR10-083;ROSETON ATENNEAS ATR-290;;8270,67;10007,5107;19200;2,321456424
MOLDURAS;PERFILES REVESTIDOS;PR10-084;ROSETON ATENNEAS ATR-348;;11835,65;14321,1365;27400;2,315039732
MOLDURAS;PERFILES REVESTIDOS;PR10-085;ROSETON ATENNEAS ATR-400;;19000;22990;43700;2,3
MOLDURAS;PERFILES REVESTIDOS;PR10-086;ROSETON - ROSETA ATENNEAS ATR-15;;20600;24926;47600;2,310679612
MOLDURAS;PERFILES REVESTIDOS;PR10-087;ROSETON  - APLIQUE ATENNEAS ATR-435;;11110;13443,1;25600;2,304230423
MOLDURAS;PERFILES REVESTIDOS;PR10-088;ROSETON ATENNEAS ATR-462;;21900;26499;51000;2,328767123
MOLDURAS;PERFILES REVESTIDOS;PR10-089;ROSETON - APLIQUE ATENNEAS ATR-600;;29720;35961,2;69000;2,32166891
MOLDURAS;PERFILES REVESTIDOS;PR10-090;ROSETON TOPE ATENNEAS ATR-95T x2unidades;;8000;9680;18600;2,325
MOLDURAS;PERFILES REVESTIDOS;PR10-091;ROSETON PIE ATENNEAS ATR-248B x2unidades;;13900;16819;32000;2,302158273
MOLDURAS;PERFILES REVESTIDOS;PR10-092;ROSETON CURVA ATENNEAS ATC-04 x2unidades;;6800;8228;15600;2,294117647
MOLDURAS;PERFILES REVESTIDOS;PR10-093;ROSETON CURVA ATENNEAS ATC-06 x2unidades;;10820;13092,2;24900;2,3012939
MOLDURAS;PERFILES REVESTIDOS;PR10-095;ZOCALO HAZEN CLASSIC 6cm tira 2.75mt xTIRA;;4064;4917,44;10400;2,559055118
MOLDURAS;PERFILES REVESTIDOS;PR10-096;ZOCALO HAZEN EUROPEO 6cm tira 2.75mt xTIRA;;4483;5424,43;11400;2,542939996
MOLDURAS;PERFILES REVESTIDOS;PR10-097;CUARTOCAÑA HAZEN StockenDiseño 2.75mt xTIRA;;2559;3096,39;7460;2,91520125
MOLDURAS;PERFILES REVESTIDOS;PR10-098;ZOCALO HAZEN LUXE BRILLO 7.5cm 2.75mt xTIRA;;5117;6191,57;13200;2,579636506
MOLDURAS;PERFILES REVESTIDOS;PR10-099;ZOCALO HAZEN LINEA LUXE 7.5cm 2.75mt xTIRA;;5117;6191,57;13200;2,579636506
MOLDURAS;PERFILES REVESTIDOS;PR10-100;ZOCALO HAZEN NUEVO Recto 75 Foliado Blanco 2.75mt xTIRA;;4537;5489,77;11600;2,556755565
MOLDURAS;PERFILES REVESTIDOS;PR10-102;Revestimiento Pared NUDE Praga 06055   9mm 19,6cm 2.75mt  caja 5 tiras;;30244;36595,24;69500;2,297976458
MOLDURAS;PERFILES REVESTIDOS;PR10-103;Revestimiento Pared NUDE Terrarum 06057  9mm 19,6cm 2.75mt caja 5 tiras;;30244;36595,24;69500;2,297976458
MOLDURAS;PERFILES REVESTIDOS;PR10-104;Revestimiento Pared NUDE Finlandes 06054  9mm 19,6cm 2.75mt caja 5 tiras;;30244;36595,24;69500;2,297976458
MOLDURAS;PERFILES REVESTIDOS;PR10-105;Revestimiento Pared NUDE Caju 06056  9mm 19,6cm 2.75mt  caja 5 tiras;;30244;36595,24;69500;2,297976458
MOLDURAS;PERFILES REVESTIDOS;PR10-107;Revestimiento Pared RIP 06282 Capuchino 18mm 12,4cm 2.75mt 5 tiras;;56350;68183,5;129600;2,299911269
MOLDURAS;PERFILES REVESTIDOS;PR10-108;Revestimiento Pared RIP 06305 Taberna 18mm 12,4cm 2.75mt 5 tiras;;56350;68183,5;129600;2,299911269
MOLDURAS;PERFILES REVESTIDOS;PR10-109;Revestimiento Pared RIP 06311 Tex-Grey 18mm 12,4cm 2.75mt 5 tiras;;81670;98820,7;187600;2,2970491
MOLDURAS;PERFILES REVESTIDOS;PR10-110;Revestimiento Pared RIP 06310 Tex-Mocha 18mm 12,4cm 2.75mt 5 tiras;;81675;98826,75;187600;2,296908479
MOLDURAS;PERFILES REVESTIDOS;PR10-111;Revestimiento Pared RIP 06312 Tex-Vison 18mm 12,4cm 2.75mt 5 tiras;;81675;98826,75;187600;2,296908479
MOLDURAS;PERFILES REVESTIDOS;PR10-112;Revestimiento Pared RIP 06246 SinFollar 18mm 12,4cm 2.75mt 5 tiras;;30996;37505,16;78600;2,535811072
MOLDURAS;PERFILES REVESTIDOS;PR10-113;Revestimiento Pared 06240 CONCEPT 9mm 16cm 2.60mt caja 6 tablas;;27257;32980,97;62700;2,300326522
TELAS;RIOPLAST;RP10-01;BLACK OUT TEVINOR x1.40 xML Tevinor;;8580;10381,8;24900;2,902097902
PISOS FLOTANTES;REVINIL;RV20-001;PISO FLOTANTE CHOYS AC4 8.3mm caja1.905m2 xm2;;27140;32839,4;62400;2,299189388
PISOS FLOTANTES;REVINIL;RV20-002;PISO FLOTANTE LUMINOR AC5 8.3mm caja2.78m2 xm2;;28474;34453,54;65400;2,296832198
PISOS FLOTANTES;REVINIL;RV20-003;PISO FLOTANTE MODERN ART AC5 12,3mm caja1.458m2 xm2;;31970;38683,7;73200;2,289646544
TELAS;EXPRESS;TE10-001;BLACK OUT JEANNETTE con Lino 1.40;;10590;12813,9;32100;3,031161473
TELAS;EXPRESS;TE10-002;BLACK OUT JEANNETTE con Lino 2.80;;21142;25581,82;64100;3,031879671
TELAS;EXPRESS;TE10-003;BLACK OUT MELODY LAVABLE 1.40;;5524;6684,04;16700;3,023171615
TELAS;EXPRESS;TE10-004;BLACK OUT MELODY LAVABLE 2.80;;11046;13365,66;33400;3,023718993
TELAS;EXPRESS;TE10-008;PANA BUGATTI 1.40;;7663;9272,23;23200;3,027534908
TELAS;EXPRESS;TE10-009;TELA CLICK RUSTICO 1.40;;5066;6129,86;15400;3,039873668
TELAS;EXPRESS;TE10-010;TELA EMILY RUSTICO Antimancha 1.40;;10012;12114,52;31000;3,096284459
TELAS;EXPRESS;TE10-011;TELA GIULIA PANAMA 2.80;;12197;14758,37;36900;3,025334099
TELAS;EXPRESS;TE10-014;TELA LIFE TUSOR  PANAMA WASHED 2.70;;12528;15158,88;37900;3,025223499
TELAS;EXPRESS;TE10-015;TELA LINEN RUSTICO Antimancha 1.40;;7126;8622,46;21600;3,031153522
TELAS;EXPRESS;TE10-016;TELA LINKED RUSTICO 1.40;;7305;8839,05;22100;3,02532512
TELAS;EXPRESS;TE10-019;TELA MIX CHENILLE  1.40;;6043;7312,03;18400;3,044845276
TELAS;EXPRESS;TE10-023;TELA PLAIN FAJAS RUSTICO 1.40;;5218;6313,78;15900;3,0471445
TELAS;EXPRESS;TE10-024;PANA PORCHE Antimanchas 1.40;;6908;8358,68;21000;3,039953677
TELAS;EXPRESS;TE10-025;TELA PREMIUM CHENILLE 1.40;;5279;6387,59;16100;3,049820042
TELAS;EXPRESS;TE10-026;TELA RUSTIC RUSTICO 1.40;;5849;7077,29;17900;3,060352197
TELAS;EXPRESS;TE10-028;TELA STAR PANA CON ANTIMANCHA 1.40;;7625;9226,25;23200;3,042622951
TELAS;EXPRESS;TE10-029;TELA SYDNEY MICROSUEDE 1.40;;6061;7333,81;18400;3,035802673
TELAS;EXPRESS;TE10-030;TELA WIND con Antimanchas 1.45;;8532;10323,72;25900;3,035630567
TELAS;EXPRESS;TE10-031;Cortinas CORTILIST Black Out Textil 2paños 1.40x2.20;;36645;44340,45;84200;2,297721381
TELAS;EXPRESS;TE10-032;Cortinas CORTILIST Black Out LINO 2paños 1.40x2.20;;43043;52082,03;99100;2,302348814
TELAS;MIGUEL;TM10-01;CINTA FRUNCIDORA de CINCO HILOS trae 50mt xML  MIGUEL GLA&CO;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-02;CINTA PLISADORA de 5 HILOS trae 50mts xML GLA&CO MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-03;CINTA AMERICANA de TRES HILOS trae 50mts xML GLA&CO MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-04;CINTA DUCORT de DOS PINZAS trae 50mt xML  MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-05;CINTA TRICORT de TRES PINZAS trae 50mt xML  MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-07;FRISELINA ENTRETELA (rollo trae 50mt) ancho1.50  xML   MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-08;CINTA PLASTICA ancho4.5cm  250micrones xML  MIGUEL GLA&CO;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-09;CINTA PLASTICA ancho7cm 250micrones xML  MIGUEL GLA&CO;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-11;PUNTILLA DE STOCK xML   MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-12;FLECOS DE STOCK xML    MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-13;CORDON DE ALGODON p/almohadones xML   MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-14;CORDON DE SEDA DE STOCK xML    MIGUEL;;0;0; $ -   ;#¡VALOR!
TELAS;MIGUEL;TM10-15;GALONES DE STOCK xML    MIGUEL;;0;0; $ -   ;#¡VALOR!
ADHESIVOS ;WEPEL;WP10-01;ADHESIVO PAPEL WEPEL PROFESSIONAL x1kg;;5521;6680,41;11400;2,064843325
ADHESIVOS ;WEPEL;WP10-02;ADHESIVO PAPEL WEPEL PROFESSIONAL x4kg;;18029;21815,09;39400;2,185368018
ADHESIVOS ;WEPEL;WP10-03;ADHESIVO PAPEL WEPEL PROFESSIONAL x10kg;;40784;49348,64;89000;2,182228325
ADHESIVOS ;WEPEL;WP10-04;Adhesivo ARQUIFAST INTERIOR Moldura TUBOx500g WEPEL;;2577;3118,17;5400;2,095459837
ADHESIVOS ;WEPEL;WP10-05;Adhesivo ARQUIFAST INTERIOR Moldura x1kg WEPEL;;3974;4808,54;8200;2,063412179
ADHESIVOS ;WEPEL;WP10-06;Adhesivo ARQUIFAST INTERIOR Moldura x5kg WEPEL;;13997;16936,37;32200;2,300492963
ADHESIVOS ;WEPEL;WP10-07;FANA WEPEL 2001 CONTACTO 500ml;;6624;8015,04;15000;2,264492754
ADHESIVOS ;WEPEL;WP10-08;FANA WEPEL 2000 CONTACTO 1Lts;;9282;11231,22;21400;2,3055376
ADHESIVOS ;WEPEL;WP10-09;FANA WEPEL 2000 CONTACTO 4Lts;;31784;38458,64;74000;2,328215454
ADHESIVOS ;WEPEL;WP10-10;FANA WEPEL 2000 CONTACTO 10Lts;;73491;88924,11;169000;2,299601312
ADHESIVOS ;WEPEL;WP10-11;FANA WEPEL 2000 CONTACTO 18Lts;;141987;171804,27;327000;2,303027742
ADHESIVOS ;WEPEL;WP10-12;RETRO Removedor De Papel WEPEL x1Lt.;;3045;3684,45;6700;2,200328407
ADHESIVOS ;WEPEL;WP10-13;ESPATULA PLASTICA WEPEL xUnidad;;1760;2129,6;1900;1,079545455
ADHESIVOS ;WEPEL;WP10-14;ADHESIVO KP-52 P/Piso Vinilico x1kg WEPEL;;6253;7566,13;14400;2,302894611
ADHESIVOS ;WEPEL;WP10-15;ADHESIVO KP-52 P/Piso Vinilico x4kg WEPEL;;21180;25627,8;48700;2,299338999
ADHESIVOS ;WEPEL;WP10-16;ADHESIVO KP-52 P/Piso Vinilico x15kg WEPEL;;75160;90943,6;172600;2,296434274
ADHESIVOS ;WEPEL;WP10-17;Acondicionador Textil Limpia Alfombra Tapizados WEPEL x1Lt;;2244;2715,24;5700;2,540106952
ACCESORIOS;ZOCALIS;ZC10-01;ANGULO PVC DEFENSA ESQUINERO ZOCALIS 2,44 xVARILLA;;2150;2601,5;6700;3,11627907
ACCESORIOS;ZOCALIS;ZC10-02;ESTIRADOR DE ALFOMBRA ROBERT PROFECIONAL ZOCALIS xUNI;;66800;80828;180000;2,694610778
ACCESORIOS;ZOCALIS;ZC10-03;REPUESTO PINCHES ESTIRADOR DE ALFOMBRA ZOCALIS xUNI;;17500;21175;46500;2,657142857
CESPED;VIGORITA;VG-2020;CESPED VIGORITA SOFT 10mm xm2;;5836,25;7061,8625;14000;2,3988006
CESPED;VIGORITA;VG-2021;CESPED VIGORITA OTOÑO CORTO 22mm xm2;;9896,25;11974,4625;23200;2,344322344
CESPED;VIGORITA;VG-2022;CESPED VIGORITA OTOÑO LARGO 40mm xm2;;11558,75;13986,0875;28700;2,482967449
PISOS;VIGORITA;VG-2023;PISO LINEA RUSTIC;;0;;41500;#¡DIV/0!
PISOS;VIGORITA;VG-2024;PISO LINEA HARMONY;;0;;39800;#¡DIV/0!
PISOS;VIGORITA;VG-2025;PISO LINEA STONE;;0;;47300;#¡DIV/0!
PISOS;VIGORITA;VG-2026;PISO LINEA LOUNGE;;0;;47300;#¡DIV/0!
PISOS;VIGORITA;VG-2027;PISO LINEA CLIMATE;;0;;42600;#¡DIV/0!
PISOS;VIGORITA;VG-2028;PISO LINEA EXTREME;;0;;52200;#¡DIV/0!
PISOS;VIGORITA;VG-2029;PISO LINEA TEMPO;;0;;49400;#¡DIV/0!
PISOS;VIGORITA;VG-2030;PISO THE PEAKS;;0;;46800;#¡DIV/0!
PISOS;VIGORITA;VG-2030;PISO CASA;;0;;44200;#¡DIV/0!
